OBJECTID,Park_Name,MSName,ServType,Drive,Amps,CampName,InService,CampstNumb,Overnight,Day_use,PicnicT,PT_Cndtn,PT_HC_Accs,PT_Mterial,Grill,GrllCndtn,GrlHC_Accs,Grill_type,CampType,CampHC_Acs,CampPrxmty,Surface,PadCndtn,ElctHokup,ElctCndtn,AreaWater,WatHookup,WaterCndtn,Water_type,SewerHokup,Sew_Cndtn,SewerCover,Shade,Fr_rin_pit,Fr_HC_Aces,LnternPost,InspctDate,Comment,MSType
78,Grand Lake State Park (Riverside Area),,RV 50F,Pull-Thru,50 Amp,Cherokee Riverside,No,6,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Riverside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Usable,Yes,8/15/2011,50 30 and 20 amp,RV
79,Grand Lake State Park (Riverside Area),GC009,RV 50F,Pull-Thru,50 Amp,Cherokee Riverside,Yes,9,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Riverside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Usable,Yes,8/15/2011,50 30 and 20 amp,RV
80,Grand Lake State Park (Riverside Area),GC011,RV 50F,Pull-Thru,50 Amp,Cherokee Riverside,Yes,11,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Riverside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Usable,Yes,8/15/2011,50 30 and 20 amp,RV
81,Grand Lake State Park (Honey Creek Area),5H011,RV 50S,Back-In,50 Amp,Area B,Yes,11,Yes,No,No,,,,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
82,Grand Lake State Park (Honey Creek Area),5H010,RV 50S,Back-In,50 Amp,Area B,Yes,10,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
83,Grand Lake State Park (Honey Creek Area),5H009,RV 50S,Back-In,50 Amp,Area B,Yes,9,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
84,Grand Lake State Park (Honey Creek Area),5H008,RV 50S,Back-In,50 Amp,Area B,Yes,8,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,Yes,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
85,Grand Lake State Park (Honey Creek Area),5H007,RV 50S,Back-In,50 Amp,Area B,Yes,7,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,,RV
86,Grand Lake State Park (Honey Creek Area),5H006,RV 50S,Back-In,50 Amp,Area B,Yes,6,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
87,Grand Lake State Park (Honey Creek Area),5H005,RV 50S,Back-In,50 Amp,Area B,Yes,5,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
88,Grand Lake State Park (Honey Creek Area),5H004,RV 50S,Back-In,50 Amp,Area B,Yes,4,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
89,Grand Lake State Park (Honey Creek Area),5H003,RV 50S,Back-In,50 Amp,Area B,Yes,3,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,Yes,Non-Accessible,No,8/13/2011,fire ring not set in ground: Max Length 50ft,RV
90,Grand Lake State Park (Honey Creek Area),5H002,RV 50S,Back-In,50 Amp,Area B,Yes,2,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
91,Grand Lake State Park (Honey Creek Area),5H001,RV 50S,Back-In,50 Amp,Area B,Yes,1,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
92,Grand Lake State Park (Honey Creek Area),5H015,RV 50S,Pull-Thru,50 Amp,Area B,Yes,15,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
93,Grand Lake State Park (Honey Creek Area),5H014,RV 50S,Pull-Thru,50 Amp,Area B,Yes,14,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
94,Grand Lake State Park (Honey Creek Area),5H013,RV 50S,Pull-Thru,50 Amp,Area B,Yes,13,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
95,Grand Lake State Park (Honey Creek Area),5H012,RV 50S,Pull-Thru,50 Amp,Area B,Yes,12,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Semi-Modern,Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/13/2011,Max Length 50ft,RV
96,Grand Lake State Park (Honey Creek Area),5H016,RV 30S,Back-In,30 Amp,Squirrel Hill,Yes,16,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/14/2011,Max Length 50ft,RV
97,Grand Lake State Park (Honey Creek Area),HC036,Tent,,,Tent B,Yes,36,Yes,No,Yes,Keep,Non-Accessible,,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Asphalt,Keep,,,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/14/2011,RV? day camping?,Tent
98,Grand Lake State Park (Honey Creek Area),5H019,RV 30S,Back-In,30 Amp,Squirrel Hill,Yes,19,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/14/2011,RV pedestal needs to be moved closer: Max Length 50ft,RV
99,Grand Lake State Park (Honey Creek Area),5H018,RV 30S,Back-In,30 Amp,Squirrel Hill,Yes,18,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/14/2011,Max Length 50ft,RV
100,Grand Lake State Park (Honey Creek Area),,RV 30S,Back-In,30 Amp,,No,20 B,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Asphalt,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/14/2011,,
101,Grand Lake State Park (Honey Creek Area),RR001,RV 50S,Back-In,50 Amp,Raccoon Ridge,Yes,1,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,No,Non-Accessible,No,8/15/2011,,RV
102,Grand Lake State Park (Honey Creek Area),RR002,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,2,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,8/15/2011,Max Length 50FT,RV
103,Grand Lake State Park (Honey Creek Area),RR004,RV 30S,Back-In,30 Amp,Area A,Yes,4,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,Non-Accessible,No,8/15/2011,Max Length 50FT,RV
104,Grand Lake State Park (Honey Creek Area),RR005,RV 30S,Pull-Thru,30 Amp,Area A,Yes,5,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,Yes,Non-Accessible,No,8/15/2011,Max Length 50FT,RV
105,Grand Lake State Park (Honey Creek Area),RR006,RV 30S,Pull-Thru,30 Amp,Raccoon Ridge,Yes,6,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,Yes,Non-Accessible,No,8/15/2011,Max Length 50FT,RV
106,Grand Lake State Park (Honey Creek Area),RR007,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,7,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
107,Grand Lake State Park (Honey Creek Area),RR008,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,8,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
108,Grand Lake State Park (Honey Creek Area),RR009,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,9,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
109,Grand Lake State Park (Honey Creek Area),RR010,RV 30S,Pull-Thru,30 Amp,Raccoon Ridge,Yes,10,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,No,,No,8/15/2011,Max Length 50FT,RV
110,Grand Lake State Park (Honey Creek Area),RR011,RV 30S,Pull-Thru,30 Amp,Raccoon Ridge,Yes,11,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
111,Grand Lake State Park (Honey Creek Area),RR012,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,12,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
112,Grand Lake State Park (Honey Creek Area),RR013,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,13,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
113,Grand Lake State Park (Honey Creek Area),RR014,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,14,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
114,Grand Lake State Park (Honey Creek Area),RR015,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,15,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
115,Grand Lake State Park (Honey Creek Area),RR016,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,16,Yes,No,Yes,Keep,Useable,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
116,Grand Lake State Park (Honey Creek Area),RR017,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,17,Yes,No,No,,,,No,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
117,Grand Lake State Park (Honey Creek Area),RR018,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,18,Yes,No,No,,,,No,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
118,Grand Lake State Park (Honey Creek Area),RR019,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,19,Yes,No,No,,,,No,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
119,Grand Lake State Park (Honey Creek Area),RR020,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,20,Yes,No,No,,,,No,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,No,,No,8/15/2011,Max Length 50FT,RV
120,Grand Lake State Park (Honey Creek Area),RR021,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,21,Yes,No,No,,,,No,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
121,Grand Lake State Park (Honey Creek Area),RR022,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,22,Yes,No,No,,,,No,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 30FT,RV
122,Grand Lake State Park (Honey Creek Area),RR023,RV 30S,Pull-Thru,30 Amp,Raccoon Ridge,Yes,23,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,No,8/15/2011,Max Length 50FT,RV
123,Grand Lake State Park (Honey Creek Area),RR024,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,24,Yes,No,No,,,,,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,,No,8/15/2011,Max Length 50FT,RV
124,Grand Lake State Park (Honey Creek Area),RR025,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,25,Yes,No,No,,,,,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
125,Grand Lake State Park (Honey Creek Area),RR026,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,26,Yes,No,No,,,,,,,,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,No,,No,8/15/2011,Max Length 50FT,RV
126,Grand Lake State Park (Honey Creek Area),RR031,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,31,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,,No,8/15/2011,,RV
127,Grand Lake State Park (Honey Creek Area),RR030,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,30,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,,No,8/15/2011,Max Length 50ft,RV
128,Grand Lake State Park (Honey Creek Area),RR029,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,29,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Full,No,,No,8/15/2011,Max Length 50ft,RV
129,Grand Lake State Park (Honey Creek Area),RR028,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,28,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,No,8/15/2011,Max Length 50ft,RV
130,Grand Lake State Park (Honey Creek Area),RR027,RV 30S,Back-In,30 Amp,Raccoon Ridge,Yes,27,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,No,,No,8/15/2011,Max Length 50FT,RV
131,Grand Lake State Park (Lakeside Area),LS001,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,1,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,No,,Potable,No,,,Partial,No,,No,7/11/2011,,RV
132,Grand Lake State Park (Lakeside Area),TLS01,Tent,,,Cherokee Lakeside,Yes,1,Yes,No,Yes,Keep,Useable,Concrete,No,,,,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,No,,No,7/11/2011,,Tent
133,Grand Lake State Park (Lakeside Area),LS002,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,2,Yes,No,Yes,Repair,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,No,,Potable,No,,,Full,Yes,Non-Accessible,No,7/11/2011,,RV
134,Grand Lake State Park (Lakeside Area),LS003,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,3,Yes,No,Yes,Repair,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,No,,Potable,No,,,Full,No,,No,7/11/2011,,RV
135,Grand Lake State Park (Lakeside Area),,RV 30F,Pull-Thru,30 Amp,Cherokee Lakeside,No,Camp Host,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Full,No,,No,7/11/2011,,RV
136,Grand Lake State Park (Lakeside Area),LS004,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,4,Yes,No,Yes,Repair,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,No,,Potable,No,,,Full,Yes,Non-Accessible,No,7/11/2011,,RV
137,Grand Lake State Park (Lakeside Area),LS005,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,5,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,No,,Potable,No,,,Full,Yes,Non-Accessible,No,7/11/2011,,RV
138,Grand Lake State Park (Lakeside Area),LS006,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,6,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,No,7/11/2011,,RV
139,Grand Lake State Park (Lakeside Area),LS007,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,7,Yes,No,Yes,Keep,Non-Accessible,Wood,No,,,,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,No,7/11/2011,,RV
140,Grand Lake State Park (Lakeside Area),LS008,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,8,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Full,Yes,Non-Accessible,No,7/11/2011,,RV
141,Grand Lake State Park (Lakeside Area),LS009,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,9,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Full,No,,No,7/11/2011,,RV
142,Grand Lake State Park (Lakeside Area),LS010,RV 30S,Back-In,30 Amp,Cherokee Lakeside,Yes,10,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Repair,Non-Accessible,Ground-Fixed,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Full,No,,No,7/11/2011,,RV
143,Grand Lake State Park (Lakeside Area),,Tent,,,,No,13,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Full,No,,No,7/11/2011,,
144,Grand Lake State Park (Lakeside Area),LS011,RV 30S,Pull-Thru,30 Amp,Cherokee Lakeside,Yes,11,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,No,,Potable,No,,,Full,No,,No,7/11/2011,,RV
145,Grand Lake State Park (Little Blue Area),TLB10,Tent,,,Little Blue Area,Yes,10,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Full,No,,No,6/29/2011,,Tent
146,Grand Lake State Park (Little Blue Area),TLB03,Tent,,,Little Blue Area,Yes,3,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Full,No,,No,6/29/2011,,Tent
147,Grand Lake State Park (Little Blue Area),TLB02,Tent,,,Little Blue Area,Yes,2,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Full,No,,No,6/29/2011,,Tent
148,Grand Lake State Park (Little Blue Area),TLB01,Tent,,,Little Blue Area,Yes,1,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Full,No,,No,6/29/2011,,Tent
149,Grand Lake State Park (Little Blue Area),TLB09,Tent,,,Little Blue Area,Yes,9,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Full,No,,No,6/29/2011,,Tent
150,Grand Lake State Park (Little Blue Area),TLB08,Tent,,,Little Blue Area,Yes,8,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Partial,No,,No,6/29/2011,,Tent
151,Grand Lake State Park (Little Blue Area),TLB07,Tent,,,Little Blue Area,Yes,7,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Partial,No,,No,6/29/2011,,Tent
152,Grand Lake State Park (Little Blue Area),TLB14,Tent,,,Little Blue Area,Yes,14,Yes,No,Yes,Replace,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Partial,No,,No,6/29/2011,,Tent
153,Grand Lake State Park (Little Blue Area),TLB05,Tent,,,Little Blue Area,Yes,5,Yes,No,Yes,Replace,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Partial,No,,No,6/29/2011,,Tent
154,Grand Lake State Park (Little Blue Area),TLB04,Tent,,,Little Blue Area,Yes,4,Yes,No,Yes,Replace,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Riverside,Natural,Keep,,,No,No,,,No,,,Partial,No,,No,6/29/2011,,Tent
